SKU,Produto,Quantidade Vendida,Vendedor,Mês,Ano,Cidade,Estado,Preço,Total
HL2714,Tablet,1,Andressa Rotsztejn,8,2018,São Paulo,São Paulo,1600,1600
HL1148,Câmera,5,Natalia Andrade,9,2018,Rio de Janeiro,Rio de Janeiro,2100,10500
HL7348,SmartWatch,2,Juliana Silva,5,2018,São Paulo,São Paulo,1400,2800
HL4379,Televisão,3,Pedro Lyra,10,2018,Rio de Janeiro,Rio de Janeiro,2500,7500
HL4379,Televisão,1,Cézar Santos,7,2018,São Paulo,São Paulo,2500,2500
HL4379,Televisão,2,Sandy Figueiredo,7,2018,Rio de Janeiro,Rio de Janeiro,2500,5000
HL1918,iPhone,5,Ana Silva,6,2018,Rio de Janeiro,Rio de Janeiro,5300,26500
HL1148,Câmera,4,Juliana Goes,8,2018,Goiânia,Goiás,2100,8400
HL7348,SmartWatch,1,Juliana Barreira,1,2018,Fortaleza,Ceará,1400,1400
HL1918,iPhone,5,Bruno Barcessat,10,2018,São Paulo,São Paulo,5300,26500
HL4379,Televisão,5,Luiza Cabral,12,2018,São Paulo,São Paulo,2500,12500
HL2714,Tablet,4,Aline Morais,1,2018,Belo Horizonte,Minas Gerais,1600,6400
HL2714,Tablet,3,José Fonseca,10,2018,São Paulo,São Paulo,1600,4800
HL4379,Televisão,2,Morgana Correa,9,2018,São Paulo,São Paulo,2500,5000
HL2714,Tablet,2,Isabela Rodrigues,7,2018,Belo Horizonte,Minas Gerais,1600,3200
HL1918,iPhone,2,Rodrigo Alves,11,2018,Fortaleza,Ceará,5300,10600
HL2714,Tablet,1,Catarina Teixeira,3,2018,Recife,Pernambuco,1600,1600
HL1148,Câmera,5,Antonio Bernhardt,1,2018,Curitiba,Paraná,2100,10500
HL4379,Televisão,3,Iuri Barbosa,8,2018,Porto Alegre,Rio Grande do Sul,2500,7500
HL1148,Câmera,2,Victor Lira,5,2018,Rio de Janeiro,Rio de Janeiro,2100,4200
HL4379,Televisão,5,Lucas Lemos,8,2018,Fortaleza,Ceará,2500,12500
HL9962,Android,2,Jonatas Passos,9,2018,Curitiba,Paraná,3400,6800
HL7348,SmartWatch,5,Wendela Mariz,5,2018,Fortaleza,Ceará,1400,7000
HL2714,Tablet,5,Bárbara Cavalcante,6,2018,Porto Alegre,Rio Grande do Sul,1600,8000
HL4379,Televisão,3,Aline Andrade,10,2018,Belo Horizonte,Minas Gerais,2500,7500
HL1918,iPhone,4,Lucas Baptista,4,2018,São Paulo,São Paulo,5300,21200
HL1918,iPhone,1,Bruna Franco,12,2018,São Paulo,São Paulo,5300,5300
HL8851,Notebook,4,Daniel Felippe,9,2018,São Paulo,São Paulo,3500,14000
HL1918,iPhone,3,Izabel Miura,11,2018,Recife,Pernambuco,5300,15900
HL4379,Televisão,5,William Mendonça,11,2018,Rio de Janeiro,Rio de Janeiro,2500,12500
HL1148,Câmera,5,Mateus Franco,10,2018,Salvador,Bahia,2100,10500
HL1148,Câmera,4,Letícia Leal,11,2018,Rio de Janeiro,Rio de Janeiro,2100,8400
HL2714,Tablet,3,João Menezes,9,2018,Recife,Pernambuco,1600,4800
HL1918,iPhone,5,Rachel Silva,11,2018,Fortaleza,Ceará,5300,26500
HL1918,iPhone,5,Bianca Paz,1,2018,São Paulo,São Paulo,5300,26500
HL1918,iPhone,1,Rodrigo Ramos,5,2018,Fortaleza,Ceará,5300,5300
HL1148,Câmera,4,Juliana Barreira,8,2018,Salvador,Bahia,2100,8400
HL1918,iPhone,5,Tadeu Sousa,5,2018,São Paulo,São Paulo,5300,26500
HL7348,SmartWatch,1,Vanessa Bach,5,2018,São Paulo,São Paulo,1400,1400
HL7348,SmartWatch,1,Adrielle Gabriel,2,2018,São Paulo,São Paulo,1400,1400
HL4379,Televisão,3,Marina Miranda,10,2018,São Paulo,São Paulo,2500,7500
HL4379,Televisão,3,Lucas Lima,7,2018,Porto Alegre,Rio Grande do Sul,2500,7500
HL1918,iPhone,5,Caio Affonso,3,2018,Salvador,Bahia,5300,26500
HL4379,Televisão,2,Norman Jimbo,11,2018,Rio de Janeiro,Rio de Janeiro,2500,5000
HL2714,Tablet,3,Laís Oliveira,12,2018,São Paulo,São Paulo,1600,4800
HL1148,Câmera,4,Gabriel Soares,11,2018,Salvador,Bahia,2100,8400
HL2714,Tablet,4,Carolina Carneiro,8,2018,Rio de Janeiro,Rio de Janeiro,1600,6400
HL1918,iPhone,3,Raísa Rodrigues,10,2018,Rio de Janeiro,Rio de Janeiro,5300,15900
HL1918,iPhone,3,Elena Barreto,8,2018,Rio de Janeiro,Rio de Janeiro,5300,15900
HL1918,iPhone,1,Bruno Ursulino,9,2018,Curitiba,Paraná,5300,5300
HL1918,iPhone,5,Guilherme Monteiro,11,2018,Goiânia,Goiás,5300,26500
HL1918,iPhone,4,Rafaela Gomes,3,2018,Goiânia,Goiás,5300,21200
HL1918,iPhone,5,Milena Alcoforado,3,2018,Salvador,Bahia,5300,26500
HL1918,iPhone,3,Rafaela Gomes,6,2018,Porto Alegre,Rio Grande do Sul,5300,15900
HL1148,Câmera,2,Henrique Oliveira,9,2018,São Paulo,São Paulo,2100,4200
HL1918,iPhone,3,Arthur Souza,12,2018,Porto Alegre,Rio Grande do Sul,5300,15900
HL8851,Notebook,2,Alon Guedes,2,2018,Curitiba,Paraná,3500,7000
HL1148,Câmera,1,Eduardo Soares,2,2018,Rio de Janeiro,Rio de Janeiro,2100,2100
HL2714,Tablet,4,Bruna Soares,3,2018,Rio de Janeiro,Rio de Janeiro,1600,6400
HL4379,Televisão,1,Arthur Fernandes,9,2018,Rio de Janeiro,Rio de Janeiro,2500,2500
HL2714,Tablet,3,Victor Lira,5,2018,Curitiba,Paraná,1600,4800
HL1918,iPhone,3,Juliana Mesquita,12,2018,Salvador,Bahia,5300,15900
HL7348,SmartWatch,1,Michelle Figueiredo,3,2018,Fortaleza,Ceará,1400,1400
HL2714,Tablet,2,Arthur Rocha,2,2018,São Paulo,São Paulo,1600,3200
HL8851,Notebook,1,Anderson Martins,6,2018,Recife,Pernambuco,3500,3500
HL4379,Televisão,5,Adriane Chagas,1,2018,São Paulo,São Paulo,2500,12500
HL4379,Televisão,5,Thales Portillo,7,2018,Porto Alegre,Rio Grande do Sul,2500,12500
HL1148,Câmera,5,Beatriz Perdomo,9,2018,Salvador,Bahia,2100,10500
HL1148,Câmera,5,Beatriz Rocha,12,2018,Curitiba,Paraná,2100,10500
HL4379,Televisão,1,Gabriel Brito,3,2018,Rio de Janeiro,Rio de Janeiro,2500,2500
HL9962,Android,3,Gustavo Azevedo,3,2018,Porto Alegre,Rio Grande do Sul,3400,10200
HL9962,Android,1,Andre Nóbrega,3,2018,Salvador,Bahia,3400,3400
HL4379,Televisão,3,Adrielle Gabriel,9,2018,Salvador,Bahia,2500,7500
HL2714,Tablet,4,Alon Palmeira,10,2018,Rio de Janeiro,Rio de Janeiro,1600,6400
HL9962,Android,3,Anna Figueiredo,5,2018,Rio de Janeiro,Rio de Janeiro,3400,10200
HL8851,Notebook,2,Raíza Lopes,6,2018,São Paulo,São Paulo,3500,7000
HL1918,iPhone,1,Renan Cunha,1,2018,São Paulo,São Paulo,5300,5300
HL7348,SmartWatch,1,Cézar Santos,11,2018,Fortaleza,Ceará,1400,1400
HL9962,Android,4,Hércules Moreira,8,2018,Fortaleza,Ceará,3400,13600
HL2714,Tablet,1,Ives Barbosa,4,2018,Fortaleza,Ceará,1600,1600
HL9962,Android,2,José Jesus,12,2018,Fortaleza,Ceará,3400,6800
HL2714,Tablet,1,Rebeca Taylor,5,2018,Recife,Pernambuco,1600,1600
HL4379,Televisão,5,Guilherme Lima,5,2018,Fortaleza,Ceará,2500,12500
HL1918,iPhone,2,Raul Junqueira,9,2018,Belo Horizonte,Minas Gerais,5300,10600
HL1918,iPhone,5,Cézar Santos,10,2018,Rio de Janeiro,Rio de Janeiro,5300,26500
HL4379,Televisão,4,Izabel Miura,10,2018,Rio de Janeiro,Rio de Janeiro,2500,10000
HL7348,SmartWatch,5,Ives Teixeira,10,2018,Fortaleza,Ceará,1400,7000
HL9962,Android,1,Lívia Marques,5,2018,Salvador,Bahia,3400,3400
HL2714,Tablet,5,Lucas Costa,4,2018,São Paulo,São Paulo,1600,8000
HL1918,iPhone,5,Lucas Monte,12,2018,Fortaleza,Ceará,5300,26500
HL4379,Televisão,2,William Mendonça,3,2018,Goiânia,Goiás,2500,5000
HL1918,iPhone,5,Thainá Binello,9,2018,São Paulo,São Paulo,5300,26500
HL2714,Tablet,1,Lucas Lemos,11,2018,Belo Horizonte,Minas Gerais,1600,1600
HL1918,iPhone,1,Stefan Nunes,11,2018,Porto Alegre,Rio Grande do Sul,5300,5300
HL8851,Notebook,3,Mariana Baptista,2,2018,Porto Alegre,Rio Grande do Sul,3500,10500
HL8851,Notebook,5,Vitor Campos,8,2018,Fortaleza,Ceará,3500,17500
HL7348,SmartWatch,2,Maria Cardoso,6,2018,São Paulo,São Paulo,1400,2800
HL2714,Tablet,5,Patrícia Ferreira,2,2018,Porto Alegre,Rio Grande do Sul,1600,8000
HL1148,Câmera,4,Gabriela Mello,6,2018,Fortaleza,Ceará,2100,8400
HL1918,iPhone,4,Gustavo Aragão,5,2018,Rio de Janeiro,Rio de Janeiro,5300,21200
HL1918,iPhone,4,Lara Moreira,12,2018,Fortaleza,Ceará,5300,21200
HL1148,Câmera,2,Hiaiune Valim,1,2018,São Paulo,São Paulo,2100,4200
HL8851,Notebook,3,Fabio Sepúlveda,3,2018,Salvador,Bahia,3500,10500
HL4379,Televisão,2,Gabriel Rubim,5,2018,São Paulo,São Paulo,2500,5000
HL7348,SmartWatch,2,Bianca Allevato,3,2018,Salvador,Bahia,1400,2800
HL7348,SmartWatch,4,Bruno Oliveira,3,2018,Salvador,Bahia,1400,5600
HL4379,Televisão,4,Rebeca Taylor,5,2018,São Paulo,São Paulo,2500,10000
HL1918,iPhone,2,Ana Júnior,10,2018,Porto Alegre,Rio Grande do Sul,5300,10600
HL8851,Notebook,5,Luíza Goulart,3,2018,Curitiba,Paraná,3500,17500
HL1918,iPhone,1,David Vasconcelos,1,2018,Rio de Janeiro,Rio de Janeiro,5300,5300
HL2714,Tablet,2,Carolina Alfradique,6,2018,Curitiba,Paraná,1600,3200
HL1918,iPhone,5,Samara Pinto,4,2018,Fortaleza,Ceará,5300,26500
HL1918,iPhone,2,Joyce Medina,1,2018,São Paulo,São Paulo,5300,10600
HL7348,SmartWatch,4,Victor Oliveira,9,2018,Rio de Janeiro,Rio de Janeiro,1400,5600
HL1918,iPhone,3,Bruna Silveira,1,2018,Salvador,Bahia,5300,15900
HL2714,Tablet,3,Leandro Melo,2,2018,Belo Horizonte,Minas Gerais,1600,4800
HL8851,Notebook,2,Clara Silveira,9,2018,Goiânia,Goiás,3500,7000
HL1918,iPhone,3,Daniel Valente,12,2018,São Paulo,São Paulo,5300,15900
HL4379,Televisão,1,João Rodrigues,5,2018,Salvador,Bahia,2500,2500
HL1918,iPhone,1,Raissa Maia,8,2018,Recife,Pernambuco,5300,5300
HL4379,Televisão,2,Bruno Mota,1,2018,São Paulo,São Paulo,2500,5000
HL8851,Notebook,4,Thiago Miura,7,2018,Fortaleza,Ceará,3500,14000
HL1918,iPhone,4,Carolina Bernardes,7,2018,São Paulo,São Paulo,5300,21200
HL1148,Câmera,2,Rogério Gentile,10,2018,Belo Horizonte,Minas Gerais,2100,4200
HL8851,Notebook,3,Caio Vianna,7,2018,Salvador,Bahia,3500,10500
HL7348,SmartWatch,3,Julia Aliani,11,2018,Belo Horizonte,Minas Gerais,1400,4200
HL9962,Android,3,Raphael Coelho,3,2018,São Paulo,São Paulo,3400,10200
HL1918,iPhone,5,Guido Monteiro,12,2018,São Paulo,São Paulo,5300,26500
HL1148,Câmera,1,Milena Alcoforado,3,2018,São Paulo,São Paulo,2100,2100
HL1148,Câmera,4,Victor Gomes,5,2018,Belo Horizonte,Minas Gerais,2100,8400
HL4379,Televisão,1,Maria Gasperi,8,2018,Rio de Janeiro,Rio de Janeiro,2500,2500
HL8851,Notebook,4,Lucas Monte,9,2018,Curitiba,Paraná,3500,14000
HL9962,Android,4,Michelle Pereira,6,2018,Fortaleza,Ceará,3400,13600
HL8851,Notebook,5,Diego Mello,4,2018,Salvador,Bahia,3500,17500
HL1148,Câmera,2,Hygor Essaber,5,2018,Salvador,Bahia,2100,4200
HL1918,iPhone,5,Marcos Nucci,5,2018,Curitiba,Paraná,5300,26500
HL4379,Televisão,2,David Assumpção,10,2018,Goiânia,Goiás,2500,5000
HL1918,iPhone,4,Pedro Costa,5,2018,Salvador,Bahia,5300,21200
HL4379,Televisão,4,Eduardo Veiga,6,2018,Recife,Pernambuco,2500,10000
HL8851,Notebook,5,Alvaro Kranz,7,2018,Curitiba,Paraná,3500,17500
HL1918,iPhone,2,Lucas Fontoura,8,2018,Salvador,Bahia,5300,10600
HL9962,Android,2,Rachel Restum,8,2018,Rio de Janeiro,Rio de Janeiro,3400,6800
HL4379,Televisão,5,Camilla Cardeman,11,2018,Goiânia,Goiás,2500,12500
HL4379,Televisão,5,Carlos Azevedo,2,2018,Fortaleza,Ceará,2500,12500
HL1918,iPhone,2,Anderson Cavalcanti,10,2018,Fortaleza,Ceará,5300,10600
HL4379,Televisão,1,Julie Ferreira,4,2018,Goiânia,Goiás,2500,2500
HL2714,Tablet,1,Fabio Ramos,12,2018,Rio de Janeiro,Rio de Janeiro,1600,1600
HL2714,Tablet,5,Luã Sá,4,2018,Belo Horizonte,Minas Gerais,1600,8000
HL4379,Televisão,3,Alexandre Dantas,1,2018,Porto Alegre,Rio Grande do Sul,2500,7500
HL1918,iPhone,5,Ana Felippe,7,2018,Salvador,Bahia,5300,26500
HL4379,Televisão,4,Letícia Leal,11,2018,São Paulo,São Paulo,2500,10000
HL1918,iPhone,4,Carolina Brum,4,2018,Rio de Janeiro,Rio de Janeiro,5300,21200
HL7348,SmartWatch,1,Letícia Rodrigues,1,2018,Salvador,Bahia,1400,1400
HL8851,Notebook,5,Julia Leig,4,2018,São Paulo,São Paulo,3500,17500
HL8851,Notebook,4,Beatriz Biase,7,2018,Fortaleza,Ceará,3500,14000
HL7348,SmartWatch,2,Daniel Nauenberg,5,2018,Salvador,Bahia,1400,2800
HL4379,Televisão,1,Rilson Guedes,2,2018,Salvador,Bahia,2500,2500
HL1918,iPhone,4,Gabriela Aliani,7,2018,São Paulo,São Paulo,5300,21200
HL4379,Televisão,2,Lucas Costa,6,2018,Salvador,Bahia,2500,5000
HL1918,iPhone,1,Natali Rangel,1,2018,Porto Alegre,Rio Grande do Sul,5300,5300
HL7348,SmartWatch,2,Clara Bruno,12,2018,Fortaleza,Ceará,1400,2800
HL1918,iPhone,4,Isabella Santos,9,2018,Curitiba,Paraná,5300,21200
HL1918,iPhone,4,Douglas Rodrigues,5,2018,São Paulo,São Paulo,5300,21200
HL1918,iPhone,4,Vanessa Neves,8,2018,Curitiba,Paraná,5300,21200
HL2714,Tablet,1,Thainá Binello,5,2018,Rio de Janeiro,Rio de Janeiro,1600,1600
HL1918,iPhone,3,Victor Firmino,3,2018,Porto Alegre,Rio Grande do Sul,5300,15900
HL2714,Tablet,2,Bruna Ramos,8,2018,São Paulo,São Paulo,1600,3200
HL1148,Câmera,3,Marcos Nucci,5,2018,São Paulo,São Paulo,2100,6300
HL4379,Televisão,1,Priscila Carvalho,2,2018,Recife,Pernambuco,2500,2500
HL1918,iPhone,1,Rodrigo Souza,10,2018,Salvador,Bahia,5300,5300
HL1918,iPhone,5,Henrique Lencastre,11,2018,São Paulo,São Paulo,5300,26500
HL1148,Câmera,3,Luiza Johnson,4,2018,Salvador,Bahia,2100,6300
HL9962,Android,2,Raphael Kurtz,10,2018,São Paulo,São Paulo,3400,6800
HL1148,Câmera,1,Julie Ferreira,12,2018,Salvador,Bahia,2100,2100
HL8851,Notebook,5,Myllena Carneiro,4,2018,Goiânia,Goiás,3500,17500
HL4379,Televisão,3,Luíza Goulart,9,2018,Salvador,Bahia,2500,7500
HL4379,Televisão,5,Ruan Gonçalves,3,2018,Curitiba,Paraná,2500,12500
HL1918,iPhone,1,Matheus Delgado,5,2018,Fortaleza,Ceará,5300,5300
HL2714,Tablet,3,Lucas Valim,5,2018,Recife,Pernambuco,1600,4800
HL1918,iPhone,3,Paula Carneiro,3,2018,São Paulo,São Paulo,5300,15900
HL1918,iPhone,2,Juliana Silva,6,2018,Recife,Pernambuco,5300,10600
HL1918,iPhone,1,Jéssica Netto,1,2018,Fortaleza,Ceará,5300,5300
HL4379,Televisão,2,Luiz Freire,1,2018,Rio de Janeiro,Rio de Janeiro,2500,5000
HL1918,iPhone,5,Bianca Paz,12,2018,São Paulo,São Paulo,5300,26500
HL1148,Câmera,5,Brenno Santos,12,2018,São Paulo,São Paulo,2100,10500
HL7348,SmartWatch,3,Paloma Sperandei,2,2018,Porto Alegre,Rio Grande do Sul,1400,4200
HL8851,Notebook,3,Guilherme Castilho,9,2018,Porto Alegre,Rio Grande do Sul,3500,10500
HL1148,Câmera,3,Pedro Santos,12,2018,Belo Horizonte,Minas Gerais,2100,6300
HL1918,iPhone,4,Paulo Campos,10,2018,Curitiba,Paraná,5300,21200
HL4379,Televisão,2,Michelle Pereira,2,2018,Salvador,Bahia,2500,5000
HL2714,Tablet,5,Tayla Lima,1,2018,Fortaleza,Ceará,1600,8000
HL8851,Notebook,5,Michelle Pereira,3,2018,Fortaleza,Ceará,3500,17500
HL7348,SmartWatch,2,Gustavo Accardo,6,2018,São Paulo,São Paulo,1400,2800
HL1918,iPhone,1,Izabel Miura,5,2018,Goiânia,Goiás,5300,5300
HL8851,Notebook,5,Maria Motta,6,2018,Fortaleza,Ceará,3500,17500
HL4379,Televisão,5,Thayane Resende,12,2018,São Paulo,São Paulo,2500,12500
HL7348,SmartWatch,5,Mariana Barrozo,6,2018,São Paulo,São Paulo,1400,7000
HL4379,Televisão,1,Joyce Medina,10,2018,Salvador,Bahia,2500,2500
HL2714,Tablet,4,Jonatas Passos,8,2018,Porto Alegre,Rio Grande do Sul,1600,6400
HL1918,iPhone,5,Rojane Lima,9,2018,Goiânia,Goiás,5300,26500
HL4379,Televisão,2,Cézar Santos,4,2018,Fortaleza,Ceará,2500,5000
HL7348,SmartWatch,1,Jonas Gomes,4,2018,Porto Alegre,Rio Grande do Sul,1400,1400
HL4379,Televisão,2,Ana Soledade,3,2018,Recife,Pernambuco,2500,5000
HL1918,iPhone,5,Letícia Leal,4,2018,Recife,Pernambuco,5300,26500
HL9962,Android,1,Natalia Marinho,7,2018,Fortaleza,Ceará,3400,3400
HL4379,Televisão,1,Gustavo Guimarães,12,2018,Salvador,Bahia,2500,2500
HL1918,iPhone,4,Antonio Bernhardt,11,2018,Fortaleza,Ceará,5300,21200
HL1918,iPhone,4,Luiza Procaci,4,2018,Goiânia,Goiás,5300,21200
HL4379,Televisão,1,Ana Felippe,11,2018,Curitiba,Paraná,2500,2500
HL4379,Televisão,5,Carolina Rocha,11,2018,Porto Alegre,Rio Grande do Sul,2500,12500
HL4379,Televisão,3,Luiza Ribeiro,3,2018,São Paulo,São Paulo,2500,7500
HL7348,SmartWatch,1,Tayla Lima,11,2018,Rio de Janeiro,Rio de Janeiro,1400,1400
HL1918,iPhone,1,Juliana Silva,8,2018,Fortaleza,Ceará,5300,5300
HL1918,iPhone,4,Lucas Assunção,7,2018,Fortaleza,Ceará,5300,21200
HL9962,Android,2,Ana Soledade,2,2018,São Paulo,São Paulo,3400,6800
HL9962,Android,2,Thiago Nóbrega,11,2018,Belo Horizonte,Minas Gerais,3400,6800
HL9962,Android,2,Fabio Boccaletti,10,2018,Salvador,Bahia,3400,6800
HL1918,iPhone,1,Bruno Oliveira,3,2018,Salvador,Bahia,5300,5300
HL8851,Notebook,5,Bruna Rosa,6,2018,Porto Alegre,Rio Grande do Sul,3500,17500
HL1148,Câmera,4,Yasser Calbucci,7,2018,Salvador,Bahia,2100,8400
HL8851,Notebook,1,Lucas Neto,5,2018,Goiânia,Goiás,3500,3500
HL1918,iPhone,1,Debora Silva,4,2018,Salvador,Bahia,5300,5300
HL4379,Televisão,1,Gustavo Guimarães,10,2018,Fortaleza,Ceará,2500,2500
HL7348,SmartWatch,4,Milena Pereira,6,2018,Rio de Janeiro,Rio de Janeiro,1400,5600
HL1918,iPhone,1,Kim Ferreira,10,2018,Recife,Pernambuco,5300,5300
HL4379,Televisão,4,Rafael Portela,2,2018,Belo Horizonte,Minas Gerais,2500,10000
HL4379,Televisão,2,Mayara Soares,11,2018,Rio de Janeiro,Rio de Janeiro,2500,5000
HL8851,Notebook,4,Juliana Correa,7,2018,São Paulo,São Paulo,3500,14000
HL8851,Notebook,2,Laura Araujo,9,2018,Porto Alegre,Rio Grande do Sul,3500,7000
HL7348,SmartWatch,5,Caio Silva,4,2018,São Paulo,São Paulo,1400,7000
HL4379,Televisão,5,Lucas Lima,10,2018,Fortaleza,Ceará,2500,12500
HL7348,SmartWatch,4,Sthefeson Barroso,7,2018,Curitiba,Paraná,1400,5600
HL1148,Câmera,3,Dandara Reis,3,2018,Fortaleza,Ceará,2100,6300
HL4379,Televisão,1,Lucas Almeida,12,2018,Fortaleza,Ceará,2500,2500
HL4379,Televisão,5,Rogério Gentile,3,2018,Rio de Janeiro,Rio de Janeiro,2500,12500
HL9962,Android,4,Ana Silva,10,2018,Belo Horizonte,Minas Gerais,3400,13600
HL9962,Android,3,Beatriz Li,9,2018,Goiânia,Goiás,3400,10200
HL9962,Android,2,Joyce Medina,3,2018,Salvador,Bahia,3400,6800
HL1918,iPhone,5,Gabriel Assis,6,2018,São Paulo,São Paulo,5300,26500
HL2714,Tablet,3,Gabriel Thoni,10,2018,Rio de Janeiro,Rio de Janeiro,1600,4800
HL1918,iPhone,3,Rachel Silva,8,2018,Curitiba,Paraná,5300,15900
HL1918,iPhone,1,Thaís Ribeiro,8,2018,São Paulo,São Paulo,5300,5300
HL1918,iPhone,2,Giovanna Santos,1,2018,Fortaleza,Ceará,5300,10600
HL8851,Notebook,3,Thais Rodrigues,10,2018,Porto Alegre,Rio Grande do Sul,3500,10500
HL2714,Tablet,4,Thales Santos,2,2018,Rio de Janeiro,Rio de Janeiro,1600,6400
HL1918,iPhone,5,João Junior,1,2018,Porto Alegre,Rio Grande do Sul,5300,26500
HL9962,Android,4,Manuela Ferreira,1,2018,São Paulo,São Paulo,3400,13600
HL8851,Notebook,1,Thiago Veloso,9,2018,São Paulo,São Paulo,3500,3500
HL8851,Notebook,4,Mariana Freire,8,2018,Curitiba,Paraná,3500,14000
HL7348,SmartWatch,1,Alexandre Rodriguez,8,2018,Fortaleza,Ceará,1400,1400
HL4379,Televisão,3,Yasmim Verly,6,2018,Porto Alegre,Rio Grande do Sul,2500,7500
HL8851,Notebook,5,Arthur Pereira,4,2018,Goiânia,Goiás,3500,17500
HL9962,Android,3,Thayna Martins,2,2018,São Paulo,São Paulo,3400,10200
HL8851,Notebook,2,David Campelo,9,2018,Rio de Janeiro,Rio de Janeiro,3500,7000
HL8851,Notebook,2,Lucas Freitas,3,2018,Salvador,Bahia,3500,7000
HL4379,Televisão,2,Mateus Maia,7,2018,Goiânia,Goiás,2500,5000
HL4379,Televisão,1,Paula Cavalcanti,11,2018,Rio de Janeiro,Rio de Janeiro,2500,2500
HL1918,iPhone,4,Dykson Silva,1,2018,Fortaleza,Ceará,5300,21200
HL1148,Câmera,4,William Mendonça,2,2018,Rio de Janeiro,Rio de Janeiro,2100,8400
HL8851,Notebook,1,Raphael Guedes,5,2018,São Paulo,São Paulo,3500,3500
HL1918,iPhone,3,Helvio Pedrosa,7,2018,São Paulo,São Paulo,5300,15900
HL8851,Notebook,4,João Costa,9,2018,Belo Horizonte,Minas Gerais,3500,14000
HL4379,Televisão,1,Wen Santos,8,2018,Porto Alegre,Rio Grande do Sul,2500,2500
HL1148,Câmera,1,Juliana Goes,8,2018,Salvador,Bahia,2100,2100
HL2714,Tablet,1,Bruna Chein,5,2018,Fortaleza,Ceará,1600,1600
HL2714,Tablet,4,Fabio Ramos,5,2018,Salvador,Bahia,1600,6400
HL1918,iPhone,3,Antonio Manhães,10,2018,Rio de Janeiro,Rio de Janeiro,5300,15900
HL2714,Tablet,5,Thaís Ribeiro,10,2018,Goiânia,Goiás,1600,8000
HL8851,Notebook,5,Julia Penteado,2,2018,São Paulo,São Paulo,3500,17500
HL1918,iPhone,2,Gustavo Gomes,9,2018,Fortaleza,Ceará,5300,10600
HL8851,Notebook,4,Anna Silva,6,2018,Salvador,Bahia,3500,14000
HL8851,Notebook,4,Paulo Campos,6,2018,Salvador,Bahia,3500,14000
HL7348,SmartWatch,1,Carolina Bernardes,10,2018,Rio de Janeiro,Rio de Janeiro,1400,1400
HL1918,iPhone,1,Diogo Ressurreição,6,2018,Salvador,Bahia,5300,5300
HL9962,Android,2,Anderson Cavalcanti,12,2018,Salvador,Bahia,3400,6800
HL4379,Televisão,2,Natali Rangel,8,2018,São Paulo,São Paulo,2500,5000
HL2714,Tablet,1,Roberto Nogueira,10,2018,São Paulo,São Paulo,1600,1600
HL1918,iPhone,2,Mayara Soares,5,2018,Curitiba,Paraná,5300,10600
HL1918,iPhone,1,Mariana Sousa,5,2018,Salvador,Bahia,5300,5300
HL7348,SmartWatch,5,David Vasconcelos,2,2018,Fortaleza,Ceará,1400,7000
HL4379,Televisão,5,Isabela Teixeira,12,2018,Fortaleza,Ceará,2500,12500
HL9962,Android,5,Victor Magalhães,5,2018,São Paulo,São Paulo,3400,17000
HL9962,Android,4,Matheus Tostes,11,2018,Rio de Janeiro,Rio de Janeiro,3400,13600
HL1918,iPhone,3,Nicolas Monteiro,12,2018,Goiânia,Goiás,5300,15900
HL1918,iPhone,3,Ananda Dias,2,2018,São Paulo,São Paulo,5300,15900
HL9962,Android,2,Jorge Fonseca,7,2018,Fortaleza,Ceará,3400,6800
HL1918,iPhone,4,Amanda Braga,1,2018,Porto Alegre,Rio Grande do Sul,5300,21200
HL8851,Notebook,3,Isabela Rodrigues,1,2018,Salvador,Bahia,3500,10500
HL8851,Notebook,4,Mariane Ferreira,9,2018,Salvador,Bahia,3500,14000
HL4379,Televisão,1,Bianca Paz,12,2018,Curitiba,Paraná,2500,2500
HL9962,Android,2,Khaio Mesquita,5,2018,São Paulo,São Paulo,3400,6800
HL1148,Câmera,3,Paula Carneiro,5,2018,Recife,Pernambuco,2100,6300
HL4379,Televisão,1,Amanda Braga,9,2018,Goiânia,Goiás,2500,2500
HL4379,Televisão,1,Diego Marchesi,8,2018,Salvador,Bahia,2500,2500
HL1918,iPhone,1,Victor Corrêa,4,2018,Porto Alegre,Rio Grande do Sul,5300,5300
HL8851,Notebook,3,Yasmim Bittencourt,1,2018,São Paulo,São Paulo,3500,10500
HL4379,Televisão,3,Julie Ferreira,3,2018,Porto Alegre,Rio Grande do Sul,2500,7500
HL1918,iPhone,4,Izabel Lopes,8,2018,São Paulo,São Paulo,5300,21200
HL8851,Notebook,1,Adriana Passos,8,2018,Fortaleza,Ceará,3500,3500
HL1918,iPhone,4,Thomáz Vannier,3,2018,Belo Horizonte,Minas Gerais,5300,21200
HL7348,SmartWatch,1,Bruna Silva,2,2018,Fortaleza,Ceará,1400,1400
HL2714,Tablet,4,Caio Cardoso,9,2018,São Paulo,São Paulo,1600,6400
HL2714,Tablet,4,Mariana Miranda,9,2018,Curitiba,Paraná,1600,6400
HL4379,Televisão,4,Ana Soledade,7,2018,Fortaleza,Ceará,2500,10000
HL9962,Android,2,Paula Carneiro,5,2018,Belo Horizonte,Minas Gerais,3400,6800
HL1918,iPhone,5,Ana Carvalho,6,2018,Belo Horizonte,Minas Gerais,5300,26500
HL8851,Notebook,5,Fernanda Coutinho,2,2018,Fortaleza,Ceará,3500,17500
